time,step-size,{body}.body.encoder_left_output,{body}.body.encoder_right_output,{body}.body.robot_theta,{body}.body.robot_x,{body}.body.robot_y,{body}.body.robot_z,{controller}.controller.servoLeftVal,{controller}.controller.servoRightVal,{sensor}.sensor1.lf_1_sensor_fail_flag,{sensor}.sensor1.lf_1_sensor_position_x,{sensor}.sensor1.lf_1_sensor_position_y,{sensor}.sensor1.lf_1_sensor_reading,{sensor}.sensor2.lf_1_sensor_fail_flag,{sensor}.sensor2.lf_1_sensor_position_x,{sensor}.sensor2.lf_1_sensor_position_y,{sensor}.sensor2.lf_1_sensor_reading,{sensor}.sensor3.lf_1_sensor_fail_flag,{sensor}.sensor3.lf_1_sensor_position_x,{sensor}.sensor3.lf_1_sensor_position_y,{sensor}.sensor3.lf_1_sensor_reading,{sensor}.sensor4.lf_1_sensor_fail_flag,{sensor}.sensor4.lf_1_sensor_position_x,{sensor}.sensor4.lf_1_sensor_position_y,{sensor}.sensor4.lf_1_sensor_reading,{sensor}.sensor5.lf_1_sensor_fail_flag,{sensor}.sensor5.lf_1_sensor_position_x,{sensor}.sensor5.lf_1_sensor_position_y,{sensor}.sensor5.lf_1_sensor_reading
0.0,0.0,0.0,0.0,0.785,0.0,0.0,0.0,0.0,0.0,false,-0.01,0.065,1.0000000000000002,false,0.01,0.065,0.0,false,0.0,0.065,0.0,false,0.01,0.065,1.0000000000000002,false,0.02,0.065,1.0000000000000002
0.01,0.01,0.0,0.0,0.785,0.0,0.0,0.0,0.0,0.0,false,-0.05301751946352079,0.038911985684814326,144.00000000000003,false,-0.03886975408017679,0.053048489306921645,142.00000000000003,false,-0.04594363677184879,0.045980237495867986,144.00000000000003,false,-0.03886975408017679,0.053048489306921645,142.00000000000003,false,-0.031795871388504794,0.060116741117975304,144.00000000000003
0.02,0.01,0.0,0.0,0.785,0.0,0.0,0.0,0.0,0.0,false,-0.05301751946352079,0.038911985684814326,206.00000000000006,false,-0.03886975408017679,0.053048489306921645,206.00000000000006,false,-0.04594363677184879,0.045980237495867986,206.00000000000006,false,-0.03886975408017679,0.053048489306921645,207.00000000000006,false,-0.031795871388504794,0.060116741117975304,207.00000000000006
0.03,0.01,0.0,0.0,0.785,0.0,0.0,0.0,0.0,0.0,false,-0.05301751946352079,0.038911985684814326,234.00000000000006,false,-0.03886975408017679,0.053048489306921645,233.00000000000006,false,-0.04594363677184879,0.045980237495867986,234.00000000000006,false,-0.03886975408017679,0.053048489306921645,233.00000000000006,false,-0.031795871388504794,0.060116741117975304,233.00000000000006
0.04,0.01,0.0,0.0,0.785,0.0,0.0,0.0,0.0,0.0,false,-0.05301751946352079,0.038911985684814326,246.00000000000006,false,-0.03886975408017679,0.053048489306921645,246.00000000000006,false,-0.04594363677184879,0.045980237495867986,246.00000000000006,false,-0.03886975408017679,0.053048489306921645,245.00000000000006,false,-0.031795871388504794,0.060116741117975304,246.00000000000006
0.05,0.01,0.0,0.0,0.785,0.0,0.0,0.0,0.0,0.0,false,-0.05301751946352079,0.038911985684814326,251.00000000000006,false,-0.03886975408017679,0.053048489306921645,251.00000000000006,false,-0.04594363677184879,0.045980237495867986,251.00000000000006,false,-0.03886975408017679,0.053048489306921645,251.00000000000006,false,-0.031795871388504794,0.060116741117975304,250.00000000000006
0.060000000000000005,0.01,0.0,0.0,0.785,0.0,0.0,0.0,0.0,0.0,false,-0.05301751946352079,0.038911985684814326,254.00000000000006,false,-0.03886975408017679,0.053048489306921645,254.00000000000006,false,-0.04594363677184879,0.045980237495867986,254.00000000000006,false,-0.03886975408017679,0.053048489306921645,254.00000000000006,false,-0.031795871388504794,0.060116741117975304,254.00000000000006
0.07,0.01,0.0,0.0,0.785,0.0,0.0,0.0,0.0,0.0,false,-0.05301751946352079,0.038911985684814326,253.00000000000006,false,-0.03886975408017679,0.053048489306921645,254.00000000000006,false,-0.04594363677184879,0.045980237495867986,254.00000000000006,false,-0.03886975408017679,0.053048489306921645,254.00000000000006,false,-0.031795871388504794,0.060116741117975304,254.00000000000006
0.08,0.01,0.0,0.0,0.785,0.0,0.0,0.0,0.0,0.0,false,-0.05301751946352079,0.038911985684814326,254.00000000000006,false,-0.03886975408017679,0.053048489306921645,255.00000000000006,false,-0.04594363677184879,0.045980237495867986,254.00000000000006,false,-0.03886975408017679,0.053048489306921645,254.00000000000006,false,-0.031795871388504794,0.060116741117975304,255.00000000000006
0.09,0.01,0.0,0.0,0.785,0.0,0.0,0.0,0.0,0.0,false,-0.05301751946352079,0.038911985684814326,254.00000000000006,false,-0.03886975408017679,0.053048489306921645,254.00000000000006,false,-0.04594363677184879,0.045980237495867986,254.00000000000006,false,-0.03886975408017679,0.053048489306921645,254.00000000000006,false,-0.031795871388504794,0.060116741117975304,254.00000000000006
